"TIMESTAMP","FORECAST"
"20131101 1:00",0.920168218300005
"20131101 2:00",0.939676862800005
"20131101 3:00",0.931337838300005
"20131101 4:00",0.917786923500005
"20131101 5:00",0.877987850900004
"20131101 6:00",0.947746306700005
"20131101 7:00",0.863214837700004
"20131101 8:00",0.923555946900005
"20131101 9:00",0.931517558700005
"20131101 10:00",0.954737428600005
"20131101 11:00",0.945580676500005
"20131101 12:00",0.954252183600005
"20131101 13:00",0.946461306200005
"20131101 14:00",0.863762984800004
"20131101 15:00",0.880548866000004
"20131101 16:00",0.900749433900004
"20131101 17:00",0.933314762200005
"20131101 18:00",0.909016570200004
"20131101 19:00",0.841935947700004
"20131101 20:00",0.631285719400002
"20131101 21:00",0.681993817600002
"20131101 22:00",0.544040473000001
"20131101 23:00",0.238641673599998
"20131102 0:00",0.136434707599997
"20131102 1:00",0.0941644800999969
"20131102 2:00",0.0162287480999961
"20131102 3:00",0.0243161639999962
"20131102 4:00",0.0126343409999961
"20131102 5:00",0.00543654069999604
"20131102 6:00",0.00630818449999605
"20131102 7:00",0.0402483734999964
"20131102 8:00",0.0277488227999962
"20131102 9:00",-4.01321693261931e-15
"20131102 10:00",0.00643398869999605
"20131102 11:00",0.0325383702999963
"20131102 12:00",0.00249811289999601
"20131102 13:00",-4.01321693261931e-15
"20131102 14:00",-4.01321693261931e-15
"20131102 15:00",0.0193379101999962
"20131102 16:00",0.0736673735999967
"20131102 17:00",0.0898152474999968
"20131102 18:00",0.0883774845999968
"20131102 19:00",0.0827881815999968
"20131102 20:00",0.248391502799998
"20131102 21:00",0.4354085044
"20131102 22:00",0.556288415200001
"20131102 23:00",0.346869271399999
"20131103 0:00",0.222008554699998
"20131103 1:00",0.3795064879
"20131103 2:00",0.540958268900001
"20131103 3:00",0.4546475684
"20131103 4:00",0.370062183199999
"20131103 5:00",0.4407551849
"20131103 6:00",0.511843571400001
"20131103 7:00",0.4531379174
"20131103 8:00",0.325186010599999
"20131103 9:00",0.3912512131
"20131103 10:00",0.409393983
"20131103 11:00",0.669593113100002
"20131103 12:00",0.730149886800003
"20131103 13:00",0.869585924300004
"20131103 14:00",0.920752309400005
"20131103 15:00",0.949974839200005
"20131103 16:00",0.945122389600005
"20131103 17:00",0.951628266400005
"20131103 18:00",0.950900399000005
"20131103 19:00",0.948599978400005
"20131103 20:00",0.950657776500005
"20131103 21:00",0.950864454900005
"20131103 22:00",0.948105747500005
