"TIMESTAMP","FORECAST"
"20131101 1:00",0.882780092744369
"20131101 2:00",0.889595027623212
"20131101 3:00",0.886744884234205
"20131101 4:00",0.881912399552071
"20131101 5:00",0.866161027190216
"20131101 6:00",0.892266755096108
"20131101 7:00",0.859669897766586
"20131101 8:00",0.884000791404948
"20131101 9:00",0.886807285716003
"20131101 10:00",0.894514930141769
"20131101 11:00",0.891557908826815
"20131101 12:00",0.894360843746698
"20131101 13:00",0.891846870582856
"20131101 14:00",0.859917401104897
"20131101 15:00",0.867249197686687
"20131101 16:00",0.875465170448315
"20131101 17:00",0.887428916056787
"20131101 18:00",0.87864672661955
"20131101 19:00",0.849648315525939
"20131101 20:00",0.695278867319776
"20131101 21:00",0.742946013254211
"20131101 22:00",0.596657565612306
"20131101 23:00",0.20401122229589
"20131102 0:00",0.118219310169522
"20131102 1:00",0.0925843442767519
"20131102 2:00",0.0578579296154036
"20131102 3:00",0.060805410828054
"20131102 4:00",0.0565912135480756
"20131102 5:00",0.0541323693283735
"20131102 6:00",0.0544246978882706
"20131102 7:00",0.067023176604299
"20131102 8:00",0.0620981563666562
"20131102 9:00",0.0523422093705202
"20131102 10:00",0.0544670120728562
"20131102 11:00",0.063944464244094
"20131102 12:00",0.0531577479124147
"20131102 13:00",0.0523422093705202
"20131102 14:00",0.0523422093705202
"20131102 15:00",0.0589749560050058
"20131102 16:00",0.0819903287384458
"20131102 17:00",0.0902410389479339
"20131102 18:00",0.0894778828401699
"20131102 19:00",0.0865646650911551
"20131102 20:00",0.214034001322074
"20131102 21:00",0.45188571718133
"20131102 22:00",0.611682790316668
"20131102 23:00",0.331100817921356
"20131103 0:00",0.187645783259646
"20131103 1:00",0.37474804926246
"20131103 2:00",0.592822113322789
"20131103 3:00",0.478500682486155
"20131103 4:00",0.361956093906922
"20131103 5:00",0.459297006960292
"20131103 6:00",0.555604723399906
"20131103 7:00",0.47641887907497
"20131103 8:00",0.30316415906509
"20131103 9:00",0.390796862621316
"20131103 10:00",0.415810334552989
"20131103 11:00",0.731958344790047
"20131103 12:00",0.78163310348471
"20131103 13:00",0.862514646929075
"20131103 14:00",0.882991703026446
"20131103 15:00",0.892990012448205
"20131103 16:00",0.891407140511874
"20131103 17:00",0.893522605605725
"20131103 18:00",0.893288568713286
"20131103 19:00",0.89254454681446
"20131103 20:00",0.893210409785123
"20131103 21:00",0.893276994235013
"20131103 22:00",0.892383831960048
"20131103 23:00",0.893033558060523
"20131104 0:00",0.893635055138586
"20131104 1:00",0.891330175192552
"20131104 2:00",0.882424161664952
"20131104 3:00",0.863450117922004
"20131104 4:00",0.841925308091048
"20131104 5:00",0.857786592662511
"20131104 6:00",0.86622240281193
"20131104 7:00",0.826637434898035
"20131104 8:00",0.747628191762592
"20131104 9:00",0.299649881085784
"20131104 10:00",0.189498757350884
"20131104 11:00",0.203765828627548
"20131104 12:00",0.174883206229131
"20131104 13:00",0.0847900434343671
"20131104 14:00",0.0523422093705202
"20131104 15:00",0.0678082773292604
"20131104 16:00",0.0559428278241318
"20131104 17:00",0.0523422093705202
"20131104 18:00",0.059066225336248
"20131104 19:00",0.0790514952537636
"20131104 20:00",0.0891647325183995
"20131104 21:00",0.538826480007252
"20131104 22:00",0.501064349638449
"20131104 23:00",0.672977923959208
"20131105 0:00",0.636773590823978
"20131105 1:00",0.590969515802944
"20131105 2:00",0.392437373692694
"20131105 3:00",0.420501006301743
"20131105 4:00",0.329300934374956
"20131105 5:00",0.611671896414133
"20131105 6:00",0.763626129122758
"20131105 7:00",0.810112139880429
"20131105 8:00",0.582567723382789
"20131105 9:00",0.385083582302176
"20131105 10:00",0.186599959390475
"20131105 11:00",0.113136471878444
"20131105 12:00",0.106364762914107
"20131105 13:00",0.0818145385526761
"20131105 14:00",0.0664061961796323
"20131105 15:00",0.0900592750864214
"20131105 16:00",0.0664934960043657
"20131105 17:00",0.0523422093705202
"20131105 18:00",0.0523422093705202
"20131105 19:00",0.0523422093705202
"20131105 20:00",0.0523422093705202
"20131105 21:00",0.0523422093705202
"20131105 22:00",0.0523422093705202
"20131105 23:00",0.0523422093705202
"20131106 0:00",0.0523422093705202
"20131106 1:00",0.0523422093705202
"20131106 2:00",0.0668693550337166
"20131106 3:00",0.151859870505801
"20131106 4:00",0.414169089957397
"20131106 5:00",0.602961515165903
"20131106 6:00",0.758570648624685
"20131106 7:00",0.754218482843335
"20131106 8:00",0.690953034841035
"20131106 9:00",0.580791560561923
"20131106 10:00",0.551474439055047
"20131106 11:00",0.732696140002338
"20131106 12:00",0.682139185497695
"20131106 13:00",0.575220396589464
"20131106 14:00",0.196495596093989
"20131106 15:00",0.093988848387396
"20131106 16:00",0.184410227995125
"20131106 17:00",0.121054777716833
"20131106 18:00",0.0946406145197846
"20131106 19:00",0.124749716372828
"20131106 20:00",0.139209500277461
"20131106 21:00",0.0997147393015176
"20131106 22:00",0.174532135028206
"20131106 23:00",0.182752425448441
"20131107 0:00",0.342795090696122
"20131107 1:00",0.218130696063576
"20131107 2:00",0.285094733049801
"20131107 3:00",0.142358575094529
"20131107 4:00",0.0678453427311005
"20131107 5:00",0.065481527726471
"20131107 6:00",0.122133925880621
"20131107 7:00",0.0941327956358764
"20131107 8:00",0.0706170528725355
"20131107 9:00",0.0735592952549388
"20131107 10:00",0.111743591275917
"20131107 11:00",0.123501729028873
"20131107 12:00",0.161746124432334
"20131107 13:00",0.403840744592159
"20131107 14:00",0.584124127972362
"20131107 15:00",0.711116890716053
"20131107 16:00",0.672293532174427
"20131107 17:00",0.826076193977184
"20131107 18:00",0.788665296830589
"20131107 19:00",0.855692735763129
"20131107 20:00",0.886306855018338
"20131107 21:00",0.880038815447444
"20131107 22:00",0.883552583567983
"20131107 23:00",0.870121124050529
