"TIMESTAMP","FORECAST"
"20131101 1:00",0.3548570598
"20131101 2:00",0.284184374321739
"20131101 3:00",0.360948407752174
"20131101 4:00",0.3911554925
"20131101 5:00",0.319629916721739
"20131101 6:00",0.431056927595652
"20131101 7:00",0.379784273065217
"20131101 8:00",0.271647316773913
"20131101 9:00",0.146839734773913
"20131101 10:00",0.0482885152478261
"20131101 11:00",0.0607040662130435
"20131101 12:00",0.0339343286217391
"20131101 13:00",0.0286489873956522
"20131101 14:00",0.00617573837391304
"20131101 15:00",0.0269771973913044
"20131101 16:00",0.0171054708391304
"20131101 17:00",0.0130055025695652
"20131101 18:00",0.114213457769565
"20131101 19:00",0.0347661213086956
"20131101 20:00",0.0269592253565217
"20131101 21:00",0.0472664534
"20131101 22:00",0.0299167972913044
"20131101 23:00",0.0777849231869565
"20131102 0:00",0.135171195352174
"20131102 1:00",0.454932386078261
"20131102 2:00",0.525463248756522
"20131102 3:00",0.663981931065217
"20131102 4:00",0.651873858191304
"20131102 5:00",0.663104426908696
"20131102 6:00",0.712988546339131
"20131102 7:00",0.523876239873913
"20131102 8:00",0.554436514169565
"20131102 9:00",0.554718987695652
"20131102 10:00",0.436793913891304
"20131102 11:00",0.490944828982609
"20131102 12:00",0.419403234647826
"20131102 13:00",0.547008593756522
"20131102 14:00",0.647149166343478
"20131102 15:00",0.401732426086957
"20131102 16:00",0.468848602013044
"20131102 17:00",0.549137889278261
"20131102 18:00",0.596446147191304
"20131102 19:00",0.496338002417391
"20131102 20:00",0.419499345973913
"20131102 21:00",0.481863090595652
"20131102 22:00",0.503381086852174
"20131102 23:00",0.700406168004348
"20131103 0:00",0.609021883691304
"20131103 1:00",0.404206706530435
"20131103 2:00",0.448814861478261
"20131103 3:00",0.648264604621739
"20131103 4:00",0.749966790804348
"20131103 5:00",0.606785146647826
"20131103 6:00",0.654883392743478
"20131103 7:00",0.674189656547826
"20131103 8:00",0.59250441096087
"20131103 9:00",0.662687163121739
"20131103 10:00",0.47172959743913
"20131103 11:00",0.464748243043478
"20131103 12:00",0.577373910534783
"20131103 13:00",0.620920152586957
"20131103 14:00",0.650256765695652
"20131103 15:00",0.774906897052174
"20131103 16:00",0.713413624043478
"20131103 17:00",0.773116726030435
"20131103 18:00",0.820796536247826
"20131103 19:00",0.765669270791305
"20131103 20:00",0.751271716860869
"20131103 21:00",0.8582889372
"20131103 22:00",0.863851672886957
"20131103 23:00",0.844107829091304
