"TIMESTAMP","FORECAST"
"20131101 1:00",0.360450882175109
"20131101 2:00",0.365866108020068
"20131101 3:00",0.366550752676524
"20131101 4:00",0.360974913790092
"20131101 5:00",0.374539366911141
"20131101 6:00",0.377274043390345
"20131101 7:00",0.340825099575487
"20131101 8:00",0.232042245737673
"20131101 9:00",0.163813647998734
"20131101 10:00",0.0380477309579526
"20131101 11:00",0.000717248528973133
"20131101 12:00",0.0478763341720632
"20131101 13:00",0.0666907089513763
"20131101 14:00",0.0304365320503653
"20131101 15:00",-0.0200755786425866
"20131101 16:00",0.0532361167290108
"20131101 17:00",0.0758238969100911
"20131101 18:00",0.098088320114975
"20131101 19:00",0.0693575498051183
"20131101 20:00",-0.0184674517582232
"20131101 21:00",0.0059180552542404
"20131101 22:00",0.0809693494972377
"20131101 23:00",0.141127373934601
"20131102 0:00",0.203803639855316
"20131102 1:00",0.432306815941355
"20131102 2:00",0.481786990965295
"20131102 3:00",0.547639823714988
"20131102 4:00",0.620481822184645
"20131102 5:00",0.648750645209166
"20131102 6:00",0.603850565254763
"20131102 7:00",0.543543170812894
"20131102 8:00",0.516615287963171
"20131102 9:00",0.519539481087207
"20131102 10:00",0.469071237338474
"20131102 11:00",0.418695834141332
"20131102 12:00",0.338566917481246
"20131102 13:00",0.474103316322639
"20131102 14:00",0.573711194882227
"20131102 15:00",0.328222783287935
"20131102 16:00",0.378165770358506
"20131102 17:00",0.484709911790931
"20131102 18:00",0.538217527981046
"20131102 19:00",0.477764213875727
"20131102 20:00",0.402537878309113
"20131102 21:00",0.444558552122341
"20131102 22:00",0.523078730794687
"20131102 23:00",0.514846882668167
"20131103 0:00",0.504383378560974
"20131103 1:00",0.448090789943273
"20131103 2:00",0.458001151686125
"20131103 3:00",0.591470254617563
"20131103 4:00",0.623991920981182
"20131103 5:00",0.602749884342083
"20131103 6:00",0.60165464693007
"20131103 7:00",0.598650210898991
"20131103 8:00",0.594470209297435
"20131103 9:00",0.530651775387924
"20131103 10:00",0.461549634782155
"20131103 11:00",0.395652653307407
"20131103 12:00",0.536468294951146
"20131103 13:00",0.551459374409516
"20131103 14:00",0.590354424426675
"20131103 15:00",0.643785397075291
"20131103 16:00",0.682417005131892
"20131103 17:00",0.708329964556275
"20131103 18:00",0.729329827932177
"20131103 19:00",0.744391786114185
"20131103 20:00",0.762797508447555
"20131103 21:00",0.797561557992739
"20131103 22:00",0.862466001013338
"20131103 23:00",0.801670187456905
"20131104 0:00",0.710098889549046
"20131104 1:00",0.665858603118339
"20131104 2:00",0.581220524016653
"20131104 3:00",0.510759768632756
"20131104 4:00",0.43506748421097
"20131104 5:00",0.396605960084506
"20131104 6:00",0.388060230492224
"20131104 7:00",0.389932922120684
"20131104 8:00",0.404656286835372
"20131104 9:00",0.304620701033695
"20131104 10:00",0.343856168805432
"20131104 11:00",0.411423624199501
"20131104 12:00",0.455057621274065
"20131104 13:00",0.486459821523914
"20131104 14:00",0.515761202231633
"20131104 15:00",0.5378908619649
"20131104 16:00",0.575109917450848
"20131104 17:00",0.609193598310127
"20131104 18:00",0.598627670062602
"20131104 19:00",0.57140934256933
"20131104 20:00",0.553515905703089
"20131104 21:00",0.625923909252118
"20131104 22:00",0.68615140092222
"20131104 23:00",0.702505448730868
"20131105 0:00",0.616376552992193
"20131105 1:00",0.437257830336488
"20131105 2:00",0.336151688990907
"20131105 3:00",0.261855805207261
"20131105 4:00",0.206689911212345
"20131105 5:00",0.163190821276556
"20131105 6:00",0.113625428507059
"20131105 7:00",0.0964329408340017
"20131105 8:00",0.171767997413987
"20131105 9:00",0.255022496114844
"20131105 10:00",0.332852067349117
"20131105 11:00",0.32642127355649
"20131105 12:00",0.318843407023177
"20131105 13:00",0.324152316670617
"20131105 14:00",0.328709012566361
"20131105 15:00",0.329812218644793
"20131105 16:00",0.310633230202868
"20131105 17:00",0.298069417878186
"20131105 18:00",0.308637855538216
"20131105 19:00",0.325352899340745
"20131105 20:00",0.336603100210658
"20131105 21:00",0.416167046821706
"20131105 22:00",0.429317323685236
"20131105 23:00",0.486173605615696
"20131106 0:00",0.483990905809619
"20131106 1:00",0.386011675993011
"20131106 2:00",0.314937353302055
"20131106 3:00",0.265867563372781
"20131106 4:00",0.249048115951729
"20131106 5:00",0.250634282344407
"20131106 6:00",0.246018429734247
"20131106 7:00",0.233768874292971
"20131106 8:00",0.168886800036722
"20131106 9:00",0.169385825450605
"20131106 10:00",0.140203893827559
"20131106 11:00",0.265127627431819
"20131106 12:00",0.245000238276434
"20131106 13:00",0.377454133807273
"20131106 14:00",0.462520066968855
"20131106 15:00",0.500852430544773
"20131106 16:00",0.471225752747392
"20131106 17:00",0.358271765441917
"20131106 18:00",0.233166765750415
"20131106 19:00",0.188217239333794
"20131106 20:00",0.206762559730493
"20131106 21:00",0.266009917751641
"20131106 22:00",0.149482617205358
"20131106 23:00",0.11297205431491
"20131107 0:00",0.250041844333801
"20131107 1:00",0.356327513470743
"20131107 2:00",0.425888915341348
"20131107 3:00",0.336675142639499
"20131107 4:00",0.402576577906466
"20131107 5:00",0.488464523017774
"20131107 6:00",0.597444267454195
"20131107 7:00",0.79271277142919
"20131107 8:00",0.709486863375365
"20131107 9:00",0.414266468869581
"20131107 10:00",0.130975573863481
"20131107 11:00",-0.045479430035819
"20131107 12:00",0.363795913169466
"20131107 13:00",0.396836602890605
"20131107 14:00",0.429922639086178
"20131107 15:00",0.244680261235928
"20131107 16:00",0.572730688880463
"20131107 17:00",0.64079488214537
"20131107 18:00",0.685192539648427
"20131107 19:00",0.642757233015492
"20131107 20:00",0.671216337765481
"20131107 21:00",0.66616067358436
"20131107 22:00",0.73850591477665
"20131107 23:00",0.789203960892708
"20131108 0:00",0.813465745314072
"20131108 1:00",0.794913080937675
"20131108 2:00",0.793341173844454
"20131108 3:00",0.794934463597821
"20131108 4:00",0.828371985055768
"20131108 5:00",0.839701722670457
"20131108 6:00",0.781196306499592
"20131108 7:00",0.736322551384979
"20131108 8:00",0.687778477503443
"20131108 9:00",0.606601970958609
"20131108 10:00",0.518636459200568
"20131108 11:00",0.446043622796327
"20131108 12:00",0.391315714221694
"20131108 13:00",0.355678006130587
"20131108 14:00",0.334085798589295
"20131108 15:00",0.262820668541584
"20131108 16:00",0.216576404163023
"20131108 17:00",0.223408131629477
"20131108 18:00",0.247631049420036
"20131108 19:00",0.213459558345694
"20131108 20:00",0.202821768347422
"20131108 21:00",0.288734585971772
"20131108 22:00",0.409403701170908
"20131108 23:00",0.454905033009992
"20131109 0:00",0.42205764701418
"20131109 1:00",0.421109927429424
"20131109 2:00",0.444512848030819
"20131109 3:00",0.487507424403558
"20131109 4:00",0.540308888955144
"20131109 5:00",0.56570159587647
"20131109 6:00",0.571583333880826
"20131109 7:00",0.581786870421335
"20131109 8:00",0.613410071546364
"20131109 9:00",0.584798060378016
"20131109 10:00",0.464508127750478
"20131109 11:00",0.409281941054302
"20131109 12:00",0.371588071435712
"20131109 13:00",0.36909236246466
"20131109 14:00",0.458987888752814
"20131109 15:00",0.436706158933085
"20131109 16:00",0.395550360109043
"20131109 17:00",0.380072805768712
"20131109 18:00",0.377950226542818
"20131109 19:00",0.373258118668846
"20131109 20:00",0.384691720773243
"20131109 21:00",0.439650145208551
"20131109 22:00",0.519476072099535
"20131109 23:00",0.515968976288627
"20131110 0:00",0.476893937386359
"20131110 1:00",0.521639085949815
"20131110 2:00",0.511906750445948
"20131110 3:00",0.492506995147306
"20131110 4:00",0.492821625879161
"20131110 5:00",0.516318052235973
"20131110 6:00",0.538438992013937
"20131110 7:00",0.548696685396784
"20131110 8:00",0.52202435704704
"20131110 9:00",0.395009734600227
"20131110 10:00",0.342606378595284
"20131110 11:00",0.398140912868472
"20131110 12:00",0.508588815158423
"20131110 13:00",0.441723555253886
"20131110 14:00",0.401039358346771
"20131110 15:00",0.367764457678519
"20131110 16:00",0.336775526899889
"20131110 17:00",0.300512653299536
"20131110 18:00",0.255171976073333
"20131110 19:00",0.217675662416549
"20131110 20:00",0.233033238436675
"20131110 21:00",0.282945530545204
"20131110 22:00",0.313392678227223
"20131110 23:00",0.407397270559014
"20131111 0:00",0.430892874302127
"20131111 1:00",0.383433502931657
"20131111 2:00",0.384875421380708
"20131111 3:00",0.42498814266281
"20131111 4:00",0.457240613698231
"20131111 5:00",0.471420129593689
"20131111 6:00",0.478884317340113
"20131111 7:00",0.493135880506849
"20131111 8:00",0.457782529661524
"20131111 9:00",0.306039545818841
"20131111 10:00",0.250092836661499
"20131111 11:00",0.372488333819392
"20131111 12:00",0.399378983950342
"20131111 13:00",0.293979447270394
"20131111 14:00",0.235716520530999
"20131111 15:00",0.172570251654022
"20131111 16:00",0.148284975831881
